sequence_1,sequence_2,sequence_3,sequence_4,sequence_5,sequence_6,sequence_7,sequence_8,sequence_9,sequence_10,sequence_11,sequence_12,sequence_13,sequence_14,sequence_15,sequence_16,sequence_17,sequence_18,sequence_19,sequence_20,sequence_21,sequence_22,sequence_23,sequence_24,sequence_25,sequence_26,sequence_27,sequence_28,sequence_29,sequence_30,sequence_31,sequence_32,sequence_33,sequence_34,sequence_35,sequence_36,sequence_37,sequence_38,sequence_39,sequence_40,sequence_41,sequence_42,sequence_43,sequence_44,sequence_45,sequence_46,sequence_47,sequence_48,sequence_49,sequence_50,sequence_51,sequence_52,sequence_53,sequence_54,sequence_55,sequence_56,sequence_57,sequence_58,sequence_59,sequence_60,sequence_61,sequence_62,sequence_63,sequence_64,sequence_65,sequence_66,sequence_67,sequence_68,sequence_69,sequence_70,sequence_71,sequence_72,sequence_73,sequence_74,sequence_75,sequence_76,sequence_77,sequence_78,sequence_79,sequence_80,sequence_81,sequence_82,sequence_83,sequence_84,sequence_85,sequence_86,sequence_87,sequence_88,sequence_89,sequence_90,sequence_91,sequence_92,sequence_93,sequence_94,sequence_95,sequence_96,sequence_97,sequence_98,sequence_99,sequence_100
-117.23209,-116.61855,-114.229836,-115.29894,-114.20946,-109.941574,-116.32506,-115.49543,-115.53263,-109.45062,-112.344696,-117.36344,-114.8992,-114.36983,-112.645805,-106.87321,-113.83314,-115.16563,-114.92153,-108.2143,-114.61391,-116.4766,-109.24004,-108.29102,-109.20205,-109.83311,-111.88796,-117.596016,-115.71197,-111.93493,-113.59315,-115.09873,-116.85071,-114.98703,-109.383644,-116.29067,-116.52715,-114.19732,-111.602646,-112.91974,-111.5714,-95.76615,-116.58065,-113.59348,-108.842316,-116.4844,-114.10318,-116.8113,-116.11965,-110.99067,-109.07571,-117.680504,-119.26184,-114.76598,-113.60467,-115.14851,-116.644966,-111.994774,-120.25167,-115.84085,-111.14107,-111.89001,-117.078476,-115.43119,-110.50172,-110.203094,-116.75071,-107.88974,-114.61075,-112.32369,-114.909065,-115.76025,-112.3169,-118.04618,-109.49795,-110.03672,-113.67964,-115.92733,-117.78987,-113.19461,-114.402016,-115.50442,-117.425735,-115.812126,-113.43502,-114.172356,-115.66387,-114.623146,-114.562874,-113.81004,-109.401794,-110.269646,-118.63584,-117.13146,-113.00453,-115.80485,-118.79719,-111.7279,-109.201225,-116.12134
-117.32163,-117.53093,-113.28859,-115.18478,-115.12886,-110.00586,-115.22822,-114.818306,-116.522415,-110.01968,-113.538506,-117.23852,-116.25025,-113.4879,-113.845345,-111.65156,-115.5698,-117.25641,-115.606865,-109.87788,-115.82261,-118.73251,-110.60847,-110.948235,-111.02316,-109.17933,-110.590195,-117.56756,-116.126335,-112.744576,-112.7136,-117.77052,-117.179405,-114.629906,-113.43282,-116.530945,-117.213,-114.639145,-111.2221,-113.989296,-110.96496,-95.4248,-117.57402,-114.41111,-109.9099,-117.013435,-114.59065,-117.315254,-117.493706,-111.953285,-110.437874,-116.84176,-119.3589,-115.482765,-112.21822,-114.9517,-116.61387,-111.6117,-119.822914,-116.37887,-112.8308,-112.67948,-116.11173,-115.77973,-113.84316,-112.63917,-118.20083,-109.25786,-115.43594,-115.206474,-114.984665,-115.52659,-113.67342,-117.92947,-109.23206,-112.021996,-113.24418,-117.38899,-118.74152,-113.676094,-115.36071,-116.74634,-118.06031,-118.6259,-113.40015,-114.881386,-116.553505,-114.85234,-114.98328,-114.24261,-110.18423,-108.16064,-118.187126,-116.94086,-113.06439,-116.838036,-119.051796,-114.30169,-110.07908,-116.73711
-117.667534,-116.83838,-112.88827,-115.94863,-115.81218,-109.45768,-116.162796,-114.71456,-115.50722,-110.095955,-113.761925,-117.5057,-116.918526,-113.129395,-114.02846,-110.279465,-114.06688,-116.94178,-116.01276,-109.00251,-115.788315,-118.32685,-111.464424,-108.77957,-111.90696,-109.508575,-111.08201,-117.16454,-116.66279,-112.20606,-111.54192,-117.13145,-116.699,-113.83246,-113.31453,-117.31815,-116.83176,-115.01833,-111.44445,-114.61648,-110.6456,-97.64059,-117.58959,-114.90996,-110.09596,-116.91427,-115.096855,-116.810814,-116.843376,-112.03343,-110.97272,-117.20594,-119.41407,-115.27029,-112.93648,-115.84838,-116.88581,-113.2733,-120.13346,-115.802536,-113.54995,-112.11187,-117.461426,-115.026375,-113.22528,-111.89152,-117.88682,-109.216675,-115.938194,-115.23168,-114.57311,-116.08737,-113.08059,-118.18157,-111.58704,-110.39052,-113.931114,-116.95573,-119.03542,-114.60148,-115.708855,-116.55367,-117.480705,-116.575294,-113.32271,-114.41578,-117.540245,-115.99282,-114.75165,-116.332664,-109.08535,-110.209755,-118.01087,-115.09639,-112.82853,-117.73498,-119.87892,-112.27287,-110.62597,-115.9359
-115.83553,-115.56163,-112.83503,-114.39471,-114.41651,-107.68281,-113.09223,-114.45002,-116.7594,-105.03852,-113.520836,-116.314095,-114.62659,-113.79232,-111.724396,-109.42159,-113.56684,-114.441574,-116.03,-108.61309,-113.72424,-118.02161,-111.39023,-109.17251,-110.10264,-105.57248,-111.00234,-115.403984,-115.43789,-110.68075,-111.09886,-115.44222,-114.96614,-113.63604,-111.8395,-116.50733,-115.979004,-112.59115,-110.45899,-110.32804,-108.93947,-87.919525,-116.313805,-114.15339,-110.84623,-115.34904,-113.138306,-115.16673,-115.803215,-110.23678,-108.037056,-116.726585,-118.62723,-113.63733,-111.965706,-115.368385,-114.35284,-110.985825,-118.776245,-113.48318,-110.676025,-110.75666,-116.63606,-115.12139,-110.29269,-112.59561,-115.52827,-107.18013,-113.03377,-112.15247,-112.44635,-110.68957,-113.419,-116.98502,-105.45822,-110.06249,-111.42443,-117.38705,-118.6538,-113.11152,-114.40691,-115.58968,-115.82893,-115.938866,-111.85001,-112.60608,-115.035515,-114.91025,-114.09366,-113.97077,-107.51565,-109.36855,-117.34228,-114.29272,-112.37429,-117.30724,-118.14486,-112.14279,-106.81341,-115.11312
-114.55959,-114.69138,-111.65797,-113.70433,-112.92425,-107.70343,-113.49758,-113.44305,-114.372055,-106.10384,-110.05067,-115.47054,-115.24622,-111.58439,-112.21687,-108.414246,-111.92449,-112.64049,-113.99275,-108.37087,-113.09248,-115.45925,-107.44256,-107.78477,-107.9699,-106.520195,-109.12936,-115.009315,-113.2287,-110.77629,-108.35781,-115.284996,-115.38124,-111.72231,-109.5422,-115.36959,-114.56186,-111.0832,-109.33111,-110.475464,-109.93731,-94.64648,-115.0008,-112.16473,-107.89071,-113.92317,-112.84658,-115.05895,-114.99741,-106.445244,-106.56101,-114.11252,-117.89868,-111.22788,-111.66172,-114.16683,-115.085236,-108.93349,-118.23335,-112.553154,-110.01221,-108.14913,-114.649666,-113.49131,-111.07829,-109.36831,-115.24305,-103.45236,-112.37325,-111.8769,-114.13613,-110.91444,-110.942116,-115.97248,-105.3905,-108.847206,-110.79656,-113.9437,-115.18424,-112.0711,-112.56472,-114.70842,-113.82546,-115.52349,-111.4037,-112.833275,-113.63552,-113.09637,-112.751366,-113.28098,-103.82051,-106.93672,-116.30396,-114.12357,-110.44483,-115.460266,-117.38547,-109.71258,-107.426544,-114.29838
-113.27561,-113.2712,-111.11289,-110.082085,-109.92777,-106.7452,-112.61866,-110.89564,-112.97766,-104.56568,-111.07456,-114.340324,-113.34748,-110.88502,-106.69779,-106.68531,-110.75754,-113.406685,-111.96131,-104.46248,-113.121925,-115.235176,-108.90221,-107.65807,-106.46169,-106.24502,-108.26295,-114.51908,-113.50268,-109.84725,-108.716576,-113.38415,-112.366,-111.77733,-108.93668,-114.19132,-113.94167,-112.06941,-109.36952,-109.66648,-108.5846,-81.43435,-114.91247,-110.77028,-106.77043,-113.61332,-110.81498,-113.97621,-112.48989,-106.86419,-105.918465,-114.774345,-115.53275,-110.86952,-110.85906,-112.564285,-112.38778,-109.46057,-117.26566,-111.88552,-110.26531,-109.537025,-113.5379,-111.1426,-109.26518,-108.108284,-113.70966,-106.20126,-111.38575,-110.4537,-111.766304,-111.92664,-109.126854,-114.022514,-105.34426,-107.44241,-109.46693,-114.4035,-116.46455,-111.266075,-111.01734,-112.874275,-114.70863,-112.71949,-108.06381,-110.92017,-112.60734,-111.7441,-112.20514,-109.89419,-106.18453,-101.7031,-115.211754,-114.99418,-111.15398,-113.27039,-116.574936,-108.34488,-106.6632,-113.29937
-114.60621,-114.51661,-110.47271,-111.66987,-110.77715,-104.79563,-112.61907,-109.59266,-112.67667,-106.07139,-111.371574,-114.7848,-112.998116,-109.96462,-107.53545,-104.7192,-110.96091,-112.726685,-111.43194,-105.78212,-112.337776,-114.76574,-107.049095,-106.42895,-106.73527,-105.603676,-108.13944,-113.745995,-113.23917,-108.40154,-108.07229,-113.92591,-113.444626,-110.9654,-109.54746,-113.38346,-113.54217,-111.209206,-109.381294,-107.77265,-107.29833,-84.62078,-114.92823,-111.0093,-106.412186,-113.746315,-111.17166,-114.409485,-113.84046,-108.143974,-104.6816,-113.95225,-116.53619,-111.83524,-109.91693,-113.47269,-113.07109,-107.702225,-117.292,-112.22605,-110.64767,-109.24508,-113.242455,-110.79864,-109.11735,-107.65883,-114.003845,-103.72297,-111.61461,-111.07247,-111.657135,-112.32099,-109.05157,-114.30489,-105.275276,-106.51536,-110.47436,-114.137276,-116.29011,-111.18528,-111.7096,-113.13938,-115.157074,-114.475685,-110.03043,-110.52544,-112.62194,-112.207054,-111.1925,-109.901924,-106.40948,-104.47036,-115.077354,-113.210594,-109.43655,-113.398094,-115.851654,-108.56226,-106.3832,-113.049904
-113.64039,-114.5024,-110.44489,-112.01095,-110.30627,-105.263565,-113.08924,-110.895966,-113.1957,-105.6982,-110.735085,-113.749825,-112.54438,-111.26111,-108.76153,-106.8297,-111.59748,-113.98803,-112.38122,-105.75142,-112.104744,-115.12565,-108.69187,-106.226875,-107.71146,-105.89285,-107.78799,-114.61661,-112.72828,-109.83937,-108.67952,-113.81039,-112.46927,-111.69128,-108.75304,-113.463646,-113.133736,-109.95963,-108.28956,-109.33618,-109.07866,-85.14398,-114.32658,-111.617455,-107.28561,-113.61727,-110.76235,-113.52355,-114.25865,-108.00208,-106.34025,-114.815254,-117.02162,-111.522804,-109.63928,-113.09035,-112.96828,-108.95898,-116.913605,-112.42161,-109.84402,-109.232864,-114.86354,-111.74862,-110.215416,-108.828835,-114.39532,-105.2194,-111.61916,-110.09726,-111.49676,-111.92205,-109.26993,-114.28285,-105.97025,-107.983376,-111.09397,-114.33927,-116.36247,-111.379005,-111.48371,-113.935875,-114.58582,-114.65942,-109.62741,-110.40737,-112.98731,-111.02296,-111.450066,-111.59916,-104.51444,-105.87671,-115.6359,-113.9488,-110.416725,-114.07183,-116.48456,-109.46922,-107.43296,-113.247475
-113.82589,-112.70454,-107.614296,-111.652824,-111.01458,-102.62989,-110.680824,-109.97943,-113.38335,-105.57848,-108.94968,-112.50332,-110.69418,-107.813255,-108.23554,-108.43946,-111.36868,-113.02589,-111.56513,-104.45967,-109.498955,-115.39134,-108.48641,-104.20159,-104.775185,-104.19344,-105.52969,-112.48888,-111.13137,-110.9308,-107.05609,-114.31029,-113.32743,-108.92475,-108.60035,-114.05166,-111.84724,-108.96224,-104.443,-109.10975,-106.65463,-87.553345,-115.75968,-110.3341,-106.10314,-112.137825,-109.024345,-111.84028,-113.6923,-106.1951,-103.80208,-115.08845,-116.112526,-108.91647,-110.01838,-112.71516,-112.64175,-108.15302,-116.39294,-109.258446,-109.83709,-108.748116,-114.28398,-112.770256,-107.898476,-107.053665,-114.28861,-103.4316,-110.2337,-111.24954,-110.4305,-111.09501,-108.08765,-114.474266,-104.06892,-104.621025,-109.166985,-111.842705,-115.130714,-110.63599,-111.9392,-112.62911,-114.20547,-114.99622,-109.03651,-110.454155,-114.95,-110.31598,-111.48396,-111.19659,-102.86429,-103.34712,-114.3355,-113.93501,-109.48415,-113.68377,-116.69761,-110.42243,-106.34251,-113.06234
-112.573524,-112.06834,-106.49046,-110.10787,-109.12235,-102.848045,-110.45493,-109.23092,-110.5769,-102.53018,-108.17997,-112.948326,-111.307945,-108.922935,-107.664276,-103.92684,-108.30186,-111.50939,-110.92446,-103.09819,-110.3216,-114.131935,-105.066666,-105.02483,-104.36817,-102.38935,-104.56407,-111.025116,-111.02112,-107.26696,-104.86779,-111.591644,-112.2778,-109.35533,-106.73819,-111.388985,-111.91519,-107.47939,-104.39353,-106.53339,-106.03418,-82.464615,-113.2438,-109.66705,-101.980064,-111.42632,-109.2284,-110.96227,-112.35648,-105.95798,-102.95017,-111.54726,-115.072624,-108.746216,-108.94063,-110.06709,-110.78367,-105.69456,-115.3606,-110.086075,-108.247375,-105.86967,-111.88866,-110.265205,-107.07932,-105.55613,-112.39326,-101.15082,-110.43079,-109.6527,-110.445564,-110.35282,-107.53066,-112.52596,-102.66831,-104.879814,-107.868225,-112.650215,-114.13057,-108.864265,-109.12086,-112.600006,-114.18012,-112.67831,-108.40819,-107.517494,-111.04671,-110.46468,-110.12583,-109.91045,-104.51943,-99.754906,-113.96894,-112.51579,-106.8367,-112.73246,-114.81454,-106.45806,-104.15966,-110.8865
