sequence_1,sequence_2,sequence_3,sequence_4,sequence_5,sequence_6,sequence_7,sequence_8,sequence_9,sequence_10,sequence_11,sequence_12,sequence_13,sequence_14,sequence_15,sequence_16,sequence_17,sequence_18,sequence_19,sequence_20,sequence_21,sequence_22,sequence_23,sequence_24,sequence_25,sequence_26,sequence_27,sequence_28,sequence_29,sequence_30,sequence_31,sequence_32,sequence_33,sequence_34,sequence_35,sequence_36,sequence_37,sequence_38,sequence_39,sequence_40,sequence_41,sequence_42,sequence_43,sequence_44,sequence_45,sequence_46,sequence_47,sequence_48,sequence_49,sequence_50,sequence_51,sequence_52,sequence_53,sequence_54,sequence_55,sequence_56,sequence_57,sequence_58,sequence_59,sequence_60,sequence_61,sequence_62,sequence_63,sequence_64,sequence_65,sequence_66,sequence_67,sequence_68,sequence_69,sequence_70,sequence_71,sequence_72,sequence_73,sequence_74,sequence_75,sequence_76,sequence_77,sequence_78,sequence_79,sequence_80,sequence_81,sequence_82,sequence_83,sequence_84,sequence_85,sequence_86,sequence_87,sequence_88,sequence_89,sequence_90,sequence_91,sequence_92,sequence_93,sequence_94,sequence_95,sequence_96,sequence_97,sequence_98,sequence_99,sequence_100
223.65941,224.56973,223.0023,223.69537,219.38438,221.94406,215.45203,216.16428,214.05942,222.7218,223.45752,222.89911,215.62503,218.42064,224.82735,220.14182,222.8186,216.60275,217.35846,218.54085,220.60094,224.08347,218.2096,219.80069,221.12154,222.56625,222.52933,220.9188,223.32623,223.09914,220.41467,222.77094,218.39911,216.54979,221.20186,217.83168,221.68001,219.20905,224.10077,221.94696,216.87619,224.51456,219.4707,222.6818,222.2356,219.12956,223.40715,219.17767,225.86534,216.02368,220.92255,214.79276,222.29132,220.74023,217.29657,222.35727,219.02356,223.61026,222.6018,225.14462,220.43837,223.1188,213.58359,224.66928,223.76782,221.66628,224.11845,221.55725,221.03148,219.90552,223.01572,214.82135,220.87744,221.15045,226.28821,218.51561,215.5906,221.60617,221.28973,219.09518,222.1294,221.28949,218.15094,222.2521,217.67899,212.78857,226.3412,222.27402,220.10483,214.69098,224.10796,222.1272,224.18634,219.55257,223.6611,223.47775,223.5961,214.6803,215.17744,216.44788
221.54166,221.63123,217.5462,219.93588,217.07916,222.78445,210.88213,215.54445,214.51614,221.59776,222.8132,214.58803,217.76614,215.38704,219.63531,215.02673,218.58572,214.49168,215.5492,212.02805,213.72495,219.69046,211.55194,217.1375,217.59993,219.86534,219.54678,219.54172,216.99406,221.039,212.79108,220.20935,215.71408,216.12814,222.1916,216.55818,216.63954,219.60492,220.22964,218.97804,214.7815,223.42453,217.29572,218.89688,218.32385,216.73999,218.79749,217.04395,222.734,202.02267,219.68234,209.16763,221.0308,220.31927,210.3214,220.46431,219.12961,220.96786,212.65887,217.62158,208.14636,218.46597,211.20337,218.24136,221.54594,213.99551,220.37477,211.83159,218.9018,218.63919,221.82574,212.60152,217.91364,219.92766,221.90063,216.88608,208.02092,216.69156,218.10458,213.83951,218.30008,214.85175,217.03162,216.67366,217.15094,213.31024,221.74544,218.47899,214.20105,207.25449,221.54407,221.17181,215.32922,213.0516,217.53952,218.77142,217.90979,211.30977,217.2388,199.02994
220.40599,217.99875,215.5721,218.42029,216.26132,218.65445,206.7617,209.73898,215.10696,219.38135,221.31128,214.47433,216.07489,211.91403,221.00911,215.97725,216.18607,211.66081,215.50189,210.25058,217.5936,219.6762,214.48569,217.16019,216.87912,216.88928,219.47061,215.2717,215.71408,218.86623,214.07858,220.42282,215.96643,210.70395,219.21167,215.49358,215.17671,220.01808,219.09985,218.97018,213.67386,223.8885,214.7747,215.2083,217.73734,210.3133,219.33478,213.02913,222.17436,208.95291,217.44595,209.25613,219.87062,220.25067,210.11075,215.85872,217.56653,222.2435,218.49353,219.67296,211.56726,218.59166,203.39883,222.06213,219.32675,215.5744,216.87595,210.71326,216.30008,216.49944,219.90906,202.00845,215.56856,217.18733,220.5546,215.47247,209.65767,218.70953,215.45642,215.91003,216.40979,213.79553,213.78809,213.60297,215.66356,204.53658,223.79907,219.29065,213.6206,205.2508,220.40822,216.34767,220.10593,211.38452,219.13107,220.50159,217.6893,208.99951,214.90013,206.8028
219.82892,220.34454,217.14638,219.0785,217.74625,220.6163,212.76746,208.05377,210.03255,219.65948,221.27773,215.97545,214.77936,204.72678,216.90155,217.92941,217.58325,213.26025,218.81915,207.78023,213.6698,215.22452,204.01785,218.2099,216.0058,218.8523,218.66716,217.39273,216.7399,219.97437,214.57405,222.06335,212.83282,211.23865,219.66345,216.6951,216.86816,217.82791,220.80191,211.83458,206.17368,221.27832,211.6476,217.20795,212.77634,213.8436,218.4528,210.59947,220.06912,205.75392,217.37177,211.12085,220.19446,219.90567,203.88657,218.2348,216.54211,220.87064,217.66156,217.56052,203.28983,218.67177,207.10745,219.33965,218.42368,217.73294,219.17868,209.47263,215.24106,214.86754,218.53064,209.52534,214.383,216.74756,220.61044,213.05348,202.18658,217.56912,214.75021,210.25568,218.9815,214.36226,216.6467,212.73367,212.40308,202.4159,224.27315,218.57516,216.59773,207.8725,222.12839,219.14178,216.04675,213.62778,218.91449,218.74994,216.7255,198.07774,212.86877,207.09666
220.52591,218.60002,218.08875,217.70097,218.60805,220.6252,204.6105,211.23434,208.65012,213.89516,221.08311,219.01935,213.02075,208.34485,222.15125,218.23183,220.53906,213.81694,214.67859,202.01047,218.80916,219.32358,214.7824,215.48227,216.87202,218.3299,216.47939,220.05838,214.83151,219.08627,211.90088,222.90646,214.6163,214.58812,220.67273,218.32422,216.78574,221.72815,217.98128,220.83585,208.45891,222.5924,217.46014,221.54482,218.52094,205.00858,219.86488,216.91693,221.68573,213.07632,219.32135,211.0784,223.4172,221.11098,210.12805,216.96185,214.51907,222.72498,219.62466,221.20868,210.26413,222.20749,202.58142,219.22205,221.07037,219.78697,217.59026,212.03885,215.91547,219.67276,219.47888,213.82355,216.30789,219.82182,222.63799,213.93698,214.76994,216.21634,220.07907,214.1473,220.14612,216.81046,220.1435,212.69019,217.16895,211.42569,223.46695,219.39795,215.73596,215.98257,224.64944,217.7901,220.68564,215.65027,219.65515,221.66008,218.06409,207.81494,221.0653,210.82574
222.7231,222.92334,218.66672,219.37086,216.77167,220.73734,206.20471,216.78955,213.75095,219.16931,221.2771,214.19864,215.31516,213.94644,220.97849,219.53366,222.87675,215.55533,214.6561,210.59665,214.7554,220.12836,212.78708,217.4219,216.77148,220.19995,219.34734,220.86409,218.98949,221.10439,218.173,223.14758,215.19844,214.73186,221.51309,216.86218,214.38484,221.31778,217.13425,218.73885,209.7982,222.95488,213.63594,218.38892,217.85631,211.93005,215.26605,216.88692,222.67944,204.28949,218.72037,214.57698,223.4461,218.7786,210.87088,219.65555,221.81667,223.79637,216.72261,221.82376,207.79439,222.12195,204.88431,220.23149,221.68626,218.41791,221.88164,211.25668,217.79755,216.67697,221.83481,208.38864,215.2554,219.56436,223.01044,217.49742,210.8046,216.28958,214.65605,214.45122,220.79297,215.41333,216.01593,215.3905,218.63057,201.58885,223.17172,222.50293,215.44446,212.71915,222.56761,220.89615,217.99313,208.13232,219.06587,218.52896,219.23045,204.99265,214.89944,200.67764
221.92172,222.69913,218.83861,220.79202,218.01123,220.34431,208.42784,213.7985,213.56674,218.93573,222.66406,217.96266,214.74133,214.96848,222.08546,215.63603,219.86049,211.68016,214.78008,212.37503,220.14064,220.04886,215.06564,217.62991,218.49286,220.5401,217.10349,219.21497,218.67307,222.7294,220.26569,221.02023,215.6323,217.04117,221.38416,214.16321,216.41443,220.28387,221.05728,220.61337,214.38525,223.40231,216.2877,220.65448,220.7654,212.81088,220.08832,214.29828,225.76279,207.52382,220.758,211.08334,222.37012,221.87045,212.50607,218.6413,218.59729,222.12448,219.36456,220.87375,216.73932,221.41638,208.83429,222.5239,220.60638,218.55121,219.90985,215.89941,218.7473,216.28932,222.90182,211.68529,217.92526,218.88113,223.37839,215.5148,213.22887,219.01541,218.55617,217.89224,219.9049,216.30975,216.66226,217.01456,212.74622,212.2891,223.96582,218.58438,217.64705,212.37247,223.23071,219.60138,221.05339,216.19916,220.58223,220.63951,219.40381,213.15057,217.32306,193.55759
224.27759,222.80426,218.40298,220.71077,216.86105,221.63295,214.7295,216.97563,217.69217,220.33127,224.16772,220.60934,217.4277,216.1203,223.96808,217.3211,220.54626,214.88309,217.90007,214.442,220.8749,224.5359,216.89468,218.50804,219.89178,221.47101,220.92786,218.98773,221.64206,223.11029,218.59183,223.42075,218.12285,215.61758,222.73434,217.86307,219.46936,223.71794,222.5407,219.7201,215.60612,223.94624,220.14508,223.09193,220.00665,212.00009,220.9407,217.4491,226.19353,212.96689,218.90582,210.61905,223.37334,223.25194,215.86914,221.51295,218.10583,224.72954,222.31621,223.82475,216.29453,223.18573,212.37839,223.6167,222.46552,220.13875,222.77066,217.69623,219.44234,219.65985,223.413,211.26309,219.99715,221.42552,225.6485,215.43625,214.56256,220.91298,218.76126,219.80301,220.81125,219.62692,219.31235,219.38681,218.54419,211.80533,227.00171,221.2171,216.27011,213.06152,223.94147,221.07788,223.71849,216.51984,219.68594,222.66388,221.67334,211.33417,220.63486,211.39777
223.55327,222.85352,218.9405,220.47342,218.88266,224.53546,213.48488,216.7743,217.47626,221.68527,224.15146,219.97803,219.38867,216.94904,224.3587,220.05002,221.74176,218.39401,217.4895,214.0479,219.75957,222.41452,216.11566,220.63196,219.93301,220.2893,219.62296,219.15259,221.05232,223.10147,218.44238,223.54758,218.84164,218.84369,221.16843,217.69643,219.5851,221.31656,223.62767,220.57571,217.84354,224.35947,219.06412,222.45236,221.30923,217.78966,220.63971,217.19576,224.70317,213.784,220.12723,211.30215,223.61197,222.38739,215.7214,220.6394,219.57584,224.51959,221.04822,222.89157,214.79784,222.81017,213.3299,223.9054,222.25417,221.11382,222.60382,216.9046,219.56003,218.09103,222.32462,212.59564,220.6521,222.21445,224.65323,218.0875,214.92007,219.81639,221.0313,218.39621,220.97437,219.81374,218.02559,220.14734,216.60954,213.31537,225.68391,222.22984,218.65582,215.6739,223.86244,222.19928,223.20496,216.9895,222.17781,223.039,220.76138,213.37361,220.79965,211.18286
225.27805,228.27563,225.45341,224.66422,225.90976,226.10576,221.04707,220.38896,222.89154,225.62308,225.7677,218.504,220.93884,219.63423,225.13168,222.45291,225.99245,220.30656,221.25922,219.45706,224.21335,223.9248,219.6106,223.11261,224.70387,224.556,221.9237,224.20773,224.4276,225.2532,223.1106,227.01118,221.79666,224.02805,226.46341,223.0688,224.26918,225.04424,227.26317,220.2352,217.31534,227.98538,219.70627,225.20789,223.96208,220.72598,223.99124,221.95496,229.00525,216.89752,224.53687,214.97394,227.4709,224.20465,218.93155,225.8366,223.03061,228.41599,221.03372,226.3442,218.16745,225.12376,215.15924,224.23654,224.32909,225.73746,224.01714,218.70508,223.4221,224.23715,228.74765,217.67694,223.37262,225.28595,228.27061,221.49898,220.8159,222.78084,220.9264,216.64848,226.19331,220.89957,221.6876,222.65106,220.14792,213.64366,228.51572,225.65619,223.10886,222.27898,227.70035,223.38956,224.2798,221.9294,223.42227,224.0021,223.88974,216.90411,218.43973,220.44957
229.50029,230.65646,226.84259,227.41858,227.5297,227.71704,221.44888,225.08122,225.11751,225.23279,228.45071,224.15154,225.43729,224.70474,228.32019,225.3081,227.83704,221.86589,224.02057,221.94768,227.00879,227.59424,223.71237,225.68933,225.62709,226.21771,225.36905,226.21552,227.17993,228.99489,226.19829,229.17767,223.15385,226.10628,228.15227,222.88483,225.51677,227.8442,229.28868,225.39621,224.35391,230.4803,224.36745,228.29407,227.96582,224.3424,226.84229,224.63394,230.27919,221.27342,226.13393,220.22781,230.36111,227.42722,223.6343,227.46387,225.4568,229.79202,226.14362,229.01721,222.85965,228.19199,218.45337,227.17876,227.8421,227.72946,227.21992,223.03787,226.78148,223.66995,229.18091,219.93079,226.60847,227.36075,229.80247,224.01752,221.59421,226.3062,225.04324,224.87715,227.92932,223.66435,224.89467,224.52951,224.9643,219.30516,230.99261,227.76688,226.6226,221.09708,229.76715,226.83154,227.16757,223.2303,226.58643,228.92953,227.56866,220.19525,225.76437,219.04755
230.43857,229.38754,227.22565,228.16634,227.73291,229.86426,223.29239,226.47536,227.19978,225.62059,229.749,225.8742,226.47205,226.33672,230.06425,227.0094,228.26962,225.20667,226.86375,223.99387,228.38547,227.65018,226.33276,227.74838,228.3261,228.80394,227.65448,228.17209,228.99513,229.16678,227.55339,229.45175,225.73999,228.53546,229.59843,226.10751,227.71375,228.93512,229.02899,227.89468,227.10635,230.81439,227.40866,229.1724,227.84125,225.28305,228.27191,225.93233,231.98456,223.30472,228.4975,224.23825,231.40909,227.87808,225.03458,228.03853,227.13654,231.71848,228.23465,229.2673,223.43909,228.89165,221.90103,229.76518,227.12665,228.5408,227.85509,224.25972,228.3389,226.65475,230.06944,224.43002,228.41739,229.14206,232.19888,226.2701,223.96228,227.52295,227.40309,225.8385,228.28621,225.14865,227.08942,226.06729,226.99347,222.22873,232.07181,228.76456,227.61792,224.42923,230.67462,228.19319,228.79547,225.81935,228.26553,229.49023,228.70297,222.11246,227.7663,221.64786
231.62402,231.47652,229.39392,228.73178,229.69199,229.57072,224.16116,227.32492,228.198,228.28516,230.7132,226.21307,227.37473,226.47597,231.099,227.51411,229.10263,225.29903,227.25932,225.32321,228.83392,230.37059,226.6821,228.33682,227.66,229.37859,229.71722,228.74463,229.36801,230.82059,228.65839,231.08682,226.90332,228.21802,230.3375,226.02621,227.5322,230.75085,230.96469,228.34143,226.8807,231.96341,227.06274,230.52734,228.75577,226.55907,229.05988,226.90923,232.13223,224.4609,228.88052,224.1564,231.22717,230.02226,226.6629,228.98479,228.60889,231.96344,229.39233,231.24184,224.10147,229.93289,222.1778,229.94351,228.16904,229.78197,228.57205,226.38179,229.39348,226.64722,231.30411,224.16698,227.7326,229.17506,232.47583,227.06763,224.98209,229.21785,228.12527,227.60873,230.31296,226.45157,227.59433,226.43735,226.8741,222.55823,232.95398,229.64645,228.65408,225.78784,231.89944,228.6427,229.49385,226.66585,228.9177,230.4281,229.87189,222.99922,226.65616,222.63307
231.87538,230.72366,228.09882,229.82059,228.43489,229.73312,224.30736,224.41354,227.40857,227.44304,231.39207,228.39395,227.81438,226.16129,231.12437,227.22469,229.4426,226.5716,226.71375,225.98167,229.0058,230.67905,225.5804,228.8252,228.15396,228.71683,229.22983,228.99539,229.43704,230.55235,227.88664,230.28711,226.75418,228.25085,230.24634,226.26962,227.2157,229.37154,228.63217,228.41852,228.24539,232.1094,226.78519,229.82445,228.69264,227.10889,229.16107,226.22902,232.84717,223.71631,228.05136,223.92938,231.76309,229.34181,225.89581,228.96034,228.24374,232.33456,227.88159,230.61108,224.77808,230.55994,222.48944,229.13742,229.09656,228.88055,229.26926,224.69986,229.1024,227.48781,230.02461,223.83914,229.03363,229.53925,231.84827,226.90506,224.59274,229.13689,227.63663,228.04184,229.54889,226.11342,227.92972,227.63635,227.49828,223.61264,233.07806,229.24292,228.91284,225.6554,231.4532,228.94427,229.95367,227.33392,228.81137,229.47995,229.03702,222.94514,229.0658,221.90729
231.7312,230.99832,228.8741,230.16812,228.82458,230.40259,224.41006,226.79112,227.84793,228.00562,231.6403,228.46344,227.90628,226.4743,231.34924,228.35071,229.17537,226.61838,227.86742,224.84048,229.21883,229.53937,226.66058,229.1637,228.64902,229.47609,229.50873,229.03647,229.7485,230.95798,228.14822,231.38696,227.43906,228.3704,230.23587,226.6174,228.33047,229.6517,230.33403,228.83795,227.68668,232.07071,227.86534,230.05986,228.89117,227.67654,229.26343,227.06444,232.75253,225.16724,229.03522,224.29544,231.58142,229.40613,226.873,229.56815,227.83081,231.83063,229.0823,230.24788,225.18484,230.35773,223.56728,230.0925,229.86055,229.21252,228.93839,226.6765,229.69514,227.27005,230.1557,224.74567,229.40854,229.83368,231.97037,227.11423,224.74396,229.45627,228.92992,228.26598,229.57336,227.48285,228.42372,228.3984,227.22754,224.15088,233.3446,229.71062,228.63232,226.07236,231.797,229.16379,230.22961,227.22784,229.69415,230.72948,228.79472,224.10791,228.28207,223.32649
